Month of Eligibility,County,Dual Status,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2025-09,San Mateo,Dual,"21,968",,,P,09DEC2025
2025-09,San Mateo,Non-Dual,"150,749",,,P,09DEC2025
2025-09,Santa Barbara,Dual,"16,585",,,P,09DEC2025
2025-09,Santa Barbara,Non-Dual,"162,074",,,P,09DEC2025
2025-09,Santa Clara,Dual,"70,620",,,P,09DEC2025
2025-09,Santa Clara,Non-Dual,"395,620",,,P,09DEC2025
2025-09,Santa Cruz,Dual,"10,647",,,P,09DEC2025
2025-09,Santa Cruz,Non-Dual,"69,344",,,P,09DEC2025
2025-09,Shasta,Dual,"11,674",,,P,09DEC2025
2025-09,Shasta,Non-Dual,"55,691",,,P,09DEC2025
2025-09,Sierra,Dual,208,,,P,09DEC2025
2025-09,Sierra,Non-Dual,569,,,P,09DEC2025
2025-09,Siskiyou,Dual,"3,442",,,P,09DEC2025
2025-09,Siskiyou,Non-Dual,"15,534",,,P,09DEC2025
2025-09,Solano,Dual,"17,469",,,P,09DEC2025
2025-09,Solano,Non-Dual,"129,330",,,P,09DEC2025
2025-09,Sonoma,Dual,"17,430",,,P,09DEC2025
2025-09,Sonoma,Non-Dual,"124,407",,,P,09DEC2025
2025-09,Stanislaus,Dual,"26,859",,,P,09DEC2025
2025-09,Stanislaus,Non-Dual,"228,023",,,P,09DEC2025
2025-09,Sutter,Dual,"5,781",,,P,09DEC2025
2025-09,Sutter,Non-Dual,"40,313",,,P,09DEC2025
2025-09,Tehama,Dual,"4,328",,,P,09DEC2025
2025-09,Tehama,Non-Dual,"26,050",,,P,09DEC2025
2025-09,Trinity,Dual,"1,001",,,P,09DEC2025
2025-09,Trinity,Non-Dual,"4,450",,,P,09DEC2025
2025-09,Tulare,Dual,"26,836",,,P,09DEC2025
2025-09,Tulare,Non-Dual,"265,298",,,P,09DEC2025
2025-09,Tuolumne,Dual,"2,834",,,P,09DEC2025
2025-09,Tuolumne,Non-Dual,"12,500",,,P,09DEC2025
2025-09,Ventura,Dual,"30,120",,,P,09DEC2025
2025-09,Ventura,Non-Dual,"228,335",,,P,09DEC2025
2025-09,Yolo,Dual,"7,708",,,P,09DEC2025
2025-09,Yolo,Non-Dual,"53,026",,,P,09DEC2025
2025-09,Yuba,Dual,"4,716",,,P,09DEC2025
2025-09,Yuba,Non-Dual,"35,349",,,P,09DEC2025
2025-08,Alameda,Dual,"69,978",,,P,09DEC2025
2025-08,Alameda,Non-Dual,"430,236",,,P,09DEC2025
2025-08,Alpine,Dual,44,,,P,09DEC2025
2025-08,Alpine,Non-Dual,272,,,P,09DEC2025
2025-08,Amador,Dual,"1,654",,,P,09DEC2025
2025-08,Amador,Non-Dual,"7,794",,,P,09DEC2025
2025-08,Butte,Dual,"12,563",,,P,09DEC2025
2025-08,Butte,Non-Dual,"73,446",,,P,09DEC2025
2025-08,Calaveras,Dual,"2,205",,,P,09DEC2025
2025-08,Calaveras,Non-Dual,"11,814",,,P,09DEC2025
2025-08,Colusa,Dual,"1,365",,,P,09DEC2025
2025-08,Colusa,Non-Dual,"9,260",,,P,09DEC2025
2025-08,Contra Costa,Dual,"40,259",,,P,09DEC2025
2025-08,Contra Costa,Non-Dual,"298,919",,,P,09DEC2025
2025-08,Del Norte,Dual,"2,073",,,P,09DEC2025
2025-08,Del Norte,Non-Dual,"10,665",,,P,09DEC2025
2025-08,El Dorado,Dual,"5,987",,,P,09DEC2025
2025-08,El Dorado,Non-Dual,"35,341",,,P,09DEC2025
2025-08,Fresno,Dual,"51,187",,,P,09DEC2025
2025-08,Fresno,Non-Dual,"481,342",,,P,09DEC2025
2025-08,Glenn,Dual,"1,856",,,P,09DEC2025
2025-08,Glenn,Non-Dual,"12,084",,,P,09DEC2025
2025-08,Humboldt,Dual,"8,285",,,P,09DEC2025
2025-08,Humboldt,Non-Dual,"50,931",,,P,09DEC2025
2025-08,Imperial,Dual,"17,415",,,P,09DEC2025
2025-08,Imperial,Non-Dual,"83,672",,,P,09DEC2025
2025-08,Inyo,Dual,871,,,P,09DEC2025
2025-08,Inyo,Non-Dual,"4,538",,,P,09DEC2025
2025-08,Kern,Dual,"44,528",,,P,09DEC2025
2025-08,Kern,Non-Dual,"453,387",,,P,09DEC2025
2025-08,Kings,Dual,"6,522",,,P,09DEC2025
2025-08,Kings,Non-Dual,"61,331",,,P,09DEC2025
2025-08,Lake,Dual,"5,950",,,P,09DEC2025
2025-08,Lake,Non-Dual,"28,579",,,P,09DEC2025
2025-08,Lassen,Dual,"1,328",,,P,09DEC2025
2025-08,Lassen,Non-Dual,"7,532",,,P,09DEC2025
2025-08,Los Angeles,Dual,"553,082",,,P,09DEC2025
2025-08,Los Angeles,Non-Dual,"3,548,876",,,P,09DEC2025
2025-08,Madera,Dual,"7,236",,,P,09DEC2025
2025-08,Madera,Non-Dual,"76,925",,,P,09DEC2025
2025-08,Marin,Dual,"6,540",,,P,09DEC2025
2025-08,Marin,Non-Dual,"49,679",,,P,09DEC2025
2025-08,Mariposa,Dual,940,,,P,09DEC2025
2025-08,Mariposa,Non-Dual,"4,908",,,P,09DEC2025
2025-08,Mendocino,Dual,"5,961",,,P,09DEC2025
2025-08,Mendocino,Non-Dual,"36,275",,,P,09DEC2025
2025-08,Merced,Dual,"14,565",,,P,09DEC2025
2025-08,Merced,Non-Dual,"136,624",,,P,09DEC2025
2025-08,Modoc,Dual,728,,,P,09DEC2025
2025-08,Modoc,Non-Dual,"2,927",,,P,09DEC2025
2025-08,Mono,Dual,255,,,P,09DEC2025
2025-08,Mono,Non-Dual,"3,298",,,P,09DEC2025
2025-08,Monterey,Dual,"16,708",,,P,09DEC2025
2025-08,Monterey,Non-Dual,"176,318",,,P,09DEC2025
2025-08,Napa,Dual,"5,127",,,P,09DEC2025
2025-08,Napa,Non-Dual,"31,885",,,P,09DEC2025
2025-08,Nevada,Dual,"4,381",,,P,09DEC2025
2025-08,Nevada,Non-Dual,"25,249",,,P,09DEC2025
2025-08,Orange,Dual,"130,532",,,P,09DEC2025
2025-08,Orange,Non-Dual,"849,147",,,P,09DEC2025
2025-08,Placer,Dual,"10,555",,,P,09DEC2025
2025-08,Placer,Non-Dual,"71,439",,,P,09DEC2025
2025-08,Plumas,Dual,"1,120",,,P,09DEC2025
2025-08,Plumas,Non-Dual,"4,852",,,P,09DEC2025
2025-08,Riverside,Dual,"105,644",,,P,09DEC2025
2025-08,Riverside,Non-Dual,"907,073",,,P,09DEC2025
2025-08,STATEWIDE,STATEWIDE,"14,674,845",,Statewide Total by MOE,P,09DEC2025
2025-08,Sacramento,Dual,"77,475",,,P,09DEC2025
2025-08,Sacramento,Non-Dual,"571,747",,,P,09DEC2025
2025-08,San Benito,Dual,"2,067",,,P,09DEC2025
2025-08,San Benito,Non-Dual,"19,400",,,P,09DEC2025
2025-08,San Bernardino,Dual,"99,876",,,P,09DEC2025
2025-08,San Bernardino,Non-Dual,"869,050",,,P,09DEC2025
2025-08,San Diego,Dual,"127,809",,,P,09DEC2025
2025-08,San Diego,Non-Dual,"845,675",,,P,09DEC2025
2025-08,San Francisco,Dual,"56,355",,,P,09DEC2025
2025-08,San Francisco,Non-Dual,"201,786",,,P,09DEC2025
2025-08,San Joaquin,Dual,"34,536",,,P,09DEC2025
2025-08,San Joaquin,Non-Dual,"286,814",,,P,09DEC2025
2025-08,San Luis Obispo,Dual,"8,539",,,P,09DEC2025
2025-08,San Luis Obispo,Non-Dual,"59,613",,,P,09DEC2025
2025-08,San Mateo,Dual,"22,016",,,P,09DEC2025
2025-08,San Mateo,Non-Dual,"151,706",,,P,09DEC2025
2025-08,Santa Barbara,Dual,"16,559",,,P,09DEC2025
2025-08,Santa Barbara,Non-Dual,"162,505",,,P,09DEC2025
2025-08,Santa Clara,Dual,"70,703",,,P,09DEC2025
2025-08,Santa Clara,Non-Dual,"398,610",,,P,09DEC2025
2025-08,Santa Cruz,Dual,"10,677",,,P,09DEC2025
2025-08,Santa Cruz,Non-Dual,"69,788",,,P,09DEC2025
2025-08,Shasta,Dual,"11,644",,,P,09DEC2025
2025-08,Shasta,Non-Dual,"56,046",,,P,09DEC2025
2025-08,Sierra,Dual,206,,,P,09DEC2025
2025-08,Sierra,Non-Dual,575,,,P,09DEC2025
2025-08,Siskiyou,Dual,"3,430",,,P,09DEC2025
2025-08,Siskiyou,Non-Dual,"15,588",,,P,09DEC2025
2025-08,Solano,Dual,"17,481",,,P,09DEC2025
2025-08,Solano,Non-Dual,"130,216",,,P,09DEC2025
2025-08,Sonoma,Dual,"17,464",,,P,09DEC2025
2025-08,Sonoma,Non-Dual,"126,026",,,P,09DEC2025
2025-08,Stanislaus,Dual,"26,798",,,P,09DEC2025
2025-08,Stanislaus,Non-Dual,"229,549",,,P,09DEC2025
2025-08,Sutter,Dual,"5,793",,,P,09DEC2025
2025-08,Sutter,Non-Dual,"40,559",,,P,09DEC2025
2025-08,Tehama,Dual,"4,351",,,P,09DEC2025
2025-08,Tehama,Non-Dual,"26,420",,,P,09DEC2025
2025-08,Trinity,Dual,992,,,P,09DEC2025
2025-08,Trinity,Non-Dual,"4,501",,,P,09DEC2025
2025-08,Tulare,Dual,"26,826",,,P,09DEC2025
2025-08,Tulare,Non-Dual,"267,028",,,P,09DEC2025
2025-08,Tuolumne,Dual,"2,834",,,P,09DEC2025
2025-08,Tuolumne,Non-Dual,"12,531",,,P,09DEC2025
2025-08,Ventura,Dual,"30,160",,,P,09DEC2025
2025-08,Ventura,Non-Dual,"229,424",,,P,09DEC2025
2025-08,Yolo,Dual,"7,741",,,P,09DEC2025
2025-08,Yolo,Non-Dual,"53,152",,,P,09DEC2025
2025-08,Yuba,Dual,"4,698",,,P,09DEC2025
2025-08,Yuba,Non-Dual,"35,444",,,P,09DEC2025
2025-07,Alameda,Dual,"70,106",,,P,09DEC2025
2025-07,Alameda,Non-Dual,"433,537",,,P,09DEC2025
2025-07,Alpine,Dual,47,,,P,09DEC2025
2025-07,Alpine,Non-Dual,272,,,P,09DEC2025
2025-07,Amador,Dual,"1,640",,,P,09DEC2025
2025-07,Amador,Non-Dual,"7,845",,,P,09DEC2025
2025-07,Butte,Dual,"12,501",,,P,09DEC2025
2025-07,Butte,Non-Dual,"73,864",,,P,09DEC2025
2025-07,Calaveras,Dual,"2,198",,,P,09DEC2025
2025-07,Calaveras,Non-Dual,"11,922",,,P,09DEC2025
2025-07,Colusa,Dual,"1,360",,,P,09DEC2025
2025-07,Colusa,Non-Dual,"9,339",,,P,09DEC2025
2025-07,Contra Costa,Dual,"40,183",,,P,09DEC2025
2025-07,Contra Costa,Non-Dual,"300,717",,,P,09DEC2025
2025-07,Del Norte,Dual,"2,068",,,P,09DEC2025
2025-07,Del Norte,Non-Dual,"10,713",,,P,09DEC2025
2025-07,El Dorado,Dual,"5,973",,,P,09DEC2025
2025-07,El Dorado,Non-Dual,"35,668",,,P,09DEC2025
2025-07,Fresno,Dual,"51,147",,,P,09DEC2025
2025-07,Fresno,Non-Dual,"485,724",,,P,09DEC2025
2025-07,Glenn,Dual,"1,853",,,P,09DEC2025
2025-07,Glenn,Non-Dual,"12,106",,,P,09DEC2025
2025-07,Humboldt,Dual,"8,259",,,P,09DEC2025
2025-07,Humboldt,Non-Dual,"51,392",,,P,09DEC2025
2025-07,Imperial,Dual,"17,354",,,P,09DEC2025
2025-07,Imperial,Non-Dual,"83,876",,,P,09DEC2025
2025-07,Inyo,Dual,871,,,P,09DEC2025
2025-07,Inyo,Non-Dual,"4,594",,,P,09DEC2025
2025-07,Kern,Dual,"44,491",,,P,09DEC2025
2025-07,Kern,Non-Dual,"455,768",,,P,09DEC2025
2025-07,Kings,Dual,"6,509",,,P,09DEC2025
2025-07,Kings,Non-Dual,"61,470",,,P,09DEC2025
2025-07,Lake,Dual,"5,924",,,P,09DEC2025
2025-07,Lake,Non-Dual,"28,928",,,P,09DEC2025
2025-07,Lassen,Dual,"1,341",,,P,09DEC2025
2025-07,Lassen,Non-Dual,"7,677",,,P,09DEC2025
2025-07,Los Angeles,Dual,"553,036",,,P,09DEC2025
2025-07,Los Angeles,Non-Dual,"3,577,439",,,P,09DEC2025
2025-07,Madera,Dual,"7,240",,,P,09DEC2025
2025-07,Madera,Non-Dual,"77,276",,,P,09DEC2025
2025-07,Marin,Dual,"6,554",,,P,09DEC2025
2025-07,Marin,Non-Dual,"50,047",,,P,09DEC2025
2025-07,Mariposa,Dual,945,,,P,09DEC2025
2025-07,Mariposa,Non-Dual,"4,956",,,P,09DEC2025
2025-07,Mendocino,Dual,"5,960",,,P,09DEC2025
2025-07,Mendocino,Non-Dual,"36,641",,,P,09DEC2025
2025-07,Merced,Dual,"14,576",,,P,09DEC2025
2025-07,Merced,Non-Dual,"137,545",,,P,09DEC2025
2025-07,Modoc,Dual,727,,,P,09DEC2025
2025-07,Modoc,Non-Dual,"2,973",,,P,09DEC2025
2025-07,Mono,Dual,259,,,P,09DEC2025
2025-07,Mono,Non-Dual,"3,295",,,P,09DEC2025
2025-07,Monterey,Dual,"16,729",,,P,09DEC2025
2025-07,Monterey,Non-Dual,"177,386",,,P,09DEC2025
2025-07,Napa,Dual,"5,117",,,P,09DEC2025
2025-07,Napa,Non-Dual,"32,009",,,P,09DEC2025
2025-07,Nevada,Dual,"4,373",,,P,09DEC2025
2025-07,Nevada,Non-Dual,"25,549",,,P,09DEC2025
2025-07,Orange,Dual,"130,444",,,P,09DEC2025
2025-07,Orange,Non-Dual,"859,373",,,P,09DEC2025
2025-07,Placer,Dual,"10,537",,,P,09DEC2025
2025-07,Placer,Non-Dual,"71,759",,,P,09DEC2025
2025-07,Plumas,Dual,"1,124",,,P,09DEC2025
2025-07,Plumas,Non-Dual,"4,882",,,P,09DEC2025
2025-07,Riverside,Dual,"105,457",,,P,09DEC2025
2025-07,Riverside,Non-Dual,"912,651",,,P,09DEC2025
2025-07,STATEWIDE,STATEWIDE,"14,781,273",,Statewide Total by MOE,P,09DEC2025
2025-07,Sacramento,Dual,"77,598",,,P,09DEC2025
2025-07,Sacramento,Non-Dual,"578,206",,,P,09DEC2025
2025-07,San Benito,Dual,"2,074",,,P,09DEC2025
2025-07,San Benito,Non-Dual,"19,507",,,P,09DEC2025
2025-07,San Bernardino,Dual,"99,778",,,P,09DEC2025
2025-07,San Bernardino,Non-Dual,"876,250",,,P,09DEC2025
2025-07,San Diego,Dual,"128,425",,,P,09DEC2025
2025-07,San Diego,Non-Dual,"860,168",,,P,09DEC2025
2025-07,San Francisco,Dual,"56,402",,,P,09DEC2025
2025-07,San Francisco,Non-Dual,"203,211",,,P,09DEC2025
2025-07,San Joaquin,Dual,"34,511",,,P,09DEC2025
2025-07,San Joaquin,Non-Dual,"287,581",,,P,09DEC2025
2025-07,San Luis Obispo,Dual,"8,563",,,P,09DEC2025
2025-07,San Luis Obispo,Non-Dual,"60,341",,,P,09DEC2025
2025-07,San Mateo,Dual,"22,038",,,P,09DEC2025
2025-07,San Mateo,Non-Dual,"152,547",,,P,09DEC2025
2025-07,Santa Barbara,Dual,"16,559",,,P,09DEC2025
2025-07,Santa Barbara,Non-Dual,"163,313",,,P,09DEC2025
2025-07,Santa Clara,Dual,"70,790",,,P,09DEC2025
2025-07,Santa Clara,Non-Dual,"401,277",,,P,09DEC2025
2025-07,Santa Cruz,Dual,"10,679",,,P,09DEC2025
2025-07,Santa Cruz,Non-Dual,"70,320",,,P,09DEC2025
2025-07,Shasta,Dual,"11,642",,,P,09DEC2025
2025-07,Shasta,Non-Dual,"56,420",,,P,09DEC2025
2025-07,Sierra,Dual,208,,,P,09DEC2025
2025-07,Sierra,Non-Dual,585,,,P,09DEC2025
2025-07,Siskiyou,Dual,"3,452",,,P,09DEC2025
2025-07,Siskiyou,Non-Dual,"15,711",,,P,09DEC2025
2025-07,Solano,Dual,"17,528",,,P,09DEC2025
2025-07,Solano,Non-Dual,"131,158",,,P,09DEC2025
2025-07,Sonoma,Dual,"17,447",,,P,09DEC2025
2025-07,Sonoma,Non-Dual,"127,064",,,P,09DEC2025
2025-07,Stanislaus,Dual,"26,751",,,P,09DEC2025
2025-07,Stanislaus,Non-Dual,"231,363",,,P,09DEC2025
2025-07,Sutter,Dual,"5,786",,,P,09DEC2025
2025-07,Sutter,Non-Dual,"40,686",,,P,09DEC2025
2025-07,Tehama,Dual,"4,360",,,P,09DEC2025
2025-07,Tehama,Non-Dual,"26,788",,,P,09DEC2025
2025-07,Trinity,Dual,990,,,P,09DEC2025
2025-07,Trinity,Non-Dual,"4,561",,,P,09DEC2025
2025-07,Tulare,Dual,"26,803",,,P,09DEC2025
2025-07,Tulare,Non-Dual,"268,405",,,P,09DEC2025
2025-07,Tuolumne,Dual,"2,833",,,P,09DEC2025
2025-07,Tuolumne,Non-Dual,"12,567",,,P,09DEC2025
2025-07,Ventura,Dual,"30,178",,,P,09DEC2025
2025-07,Ventura,Non-Dual,"230,373",,,P,09DEC2025
2025-07,Yolo,Dual,"7,720",,,P,09DEC2025
2025-07,Yolo,Non-Dual,"53,393",,,P,09DEC2025
2025-07,Yuba,Dual,"4,669",,,P,09DEC2025
2025-07,Yuba,Non-Dual,"35,598",,,P,09DEC2025
2025-06,Alameda,Dual,"69,955",,,P,09DEC2025
2025-06,Alameda,Non-Dual,"432,775",,,P,09DEC2025
2025-06,Alpine,Dual,45,,,P,09DEC2025
2025-06,Alpine,Non-Dual,279,,,P,09DEC2025
2025-06,Amador,Dual,"1,617",,,P,09DEC2025
2025-06,Amador,Non-Dual,"7,825",,,P,09DEC2025
2025-06,Butte,Dual,"12,455",,,P,09DEC2025
2025-06,Butte,Non-Dual,"74,462",,,P,09DEC2025
2025-06,Calaveras,Dual,"2,194",,,P,09DEC2025
2025-06,Calaveras,Non-Dual,"11,917",,,P,09DEC2025
2025-06,Colusa,Dual,"1,354",,,P,09DEC2025
2025-06,Colusa,Non-Dual,"9,394",,,P,09DEC2025
2025-06,Contra Costa,Dual,"40,067",,,P,09DEC2025
2025-06,Contra Costa,Non-Dual,"299,769",,,P,09DEC2025
2025-06,Del Norte,Dual,"2,064",,,P,09DEC2025
2025-06,Del Norte,Non-Dual,"10,685",,,P,09DEC2025
2025-06,El Dorado,Dual,"5,951",,,P,09DEC2025
2025-06,El Dorado,Non-Dual,"35,727",,,P,09DEC2025
2025-06,Fresno,Dual,"50,912",,,P,09DEC2025
2025-06,Fresno,Non-Dual,"487,055",,,P,09DEC2025
2025-06,Glenn,Dual,"1,845",,,P,09DEC2025
2025-06,Glenn,Non-Dual,"12,088",,,P,09DEC2025
2025-06,Humboldt,Dual,"8,224",,,P,09DEC2025
2025-06,Humboldt,Non-Dual,"51,519",,,P,09DEC2025
2025-06,Imperial,Dual,"17,288",,,P,09DEC2025
2025-06,Imperial,Non-Dual,"83,747",,,P,09DEC2025
2025-06,Inyo,Dual,869,,,P,09DEC2025
2025-06,Inyo,Non-Dual,"4,580",,,P,09DEC2025
2025-06,Kern,Dual,"44,371",,,P,09DEC2025
2025-06,Kern,Non-Dual,"455,031",,,P,09DEC2025
2025-06,Kings,Dual,"6,468",,,P,09DEC2025
2025-06,Kings,Non-Dual,"61,426",,,P,09DEC2025
2025-06,Lake,Dual,"5,914",,,P,09DEC2025
2025-06,Lake,Non-Dual,"28,964",,,P,09DEC2025
2025-06,Lassen,Dual,"1,349",,,P,09DEC2025
2025-06,Lassen,Non-Dual,"7,817",,,P,09DEC2025
2025-06,Los Angeles,Dual,"551,447",,,P,09DEC2025
2025-06,Los Angeles,Non-Dual,"3,578,070",,,P,09DEC2025
2025-06,Madera,Dual,"7,195",,,P,09DEC2025
2025-06,Madera,Non-Dual,"77,106",,,P,09DEC2025
2025-06,Marin,Dual,"6,546",,,P,09DEC2025
2025-06,Marin,Non-Dual,"49,873",,,P,09DEC2025
2025-06,Mariposa,Dual,938,,,P,09DEC2025
2025-06,Mariposa,Non-Dual,"4,964",,,P,09DEC2025
2025-06,Mendocino,Dual,"5,929",,,P,09DEC2025
2025-06,Mendocino,Non-Dual,"36,579",,,P,09DEC2025
2025-06,Merced,Dual,"14,547",,,P,09DEC2025
2025-06,Merced,Non-Dual,"137,869",,,P,09DEC2025
2025-06,Modoc,Dual,729,,,P,09DEC2025
2025-06,Modoc,Non-Dual,"2,993",,,P,09DEC2025
2025-06,Mono,Dual,263,,,P,09DEC2025
2025-06,Mono,Non-Dual,"3,284",,,P,09DEC2025
2025-06,Monterey,Dual,"16,648",,,P,09DEC2025
2025-06,Monterey,Non-Dual,"178,073",,,P,09DEC2025
2025-06,Napa,Dual,"5,109",,,P,09DEC2025
2025-06,Napa,Non-Dual,"31,847",,,P,09DEC2025
2025-06,Nevada,Dual,"4,337",,,P,09DEC2025
2025-06,Nevada,Non-Dual,"25,452",,,P,09DEC2025
2025-06,Orange,Dual,"130,064",,,P,09DEC2025
2025-06,Orange,Non-Dual,"860,634",,,P,09DEC2025
2025-06,Placer,Dual,"10,498",,,P,09DEC2025
2025-06,Placer,Non-Dual,"71,511",,,P,09DEC2025
2025-06,Plumas,Dual,"1,106",,,P,09DEC2025
2025-06,Plumas,Non-Dual,"4,878",,,P,09DEC2025
2025-06,Riverside,Dual,"104,837",,,P,09DEC2025
2025-06,Riverside,Non-Dual,"909,079",,,P,09DEC2025
2025-06,STATEWIDE,STATEWIDE,"14,780,073",,Statewide Total by MOE,P,09DEC2025
2025-06,Sacramento,Dual,"77,501",,,P,09DEC2025
2025-06,Sacramento,Non-Dual,"577,799",,,P,09DEC2025
2025-06,San Benito,Dual,"2,083",,,P,09DEC2025
2025-06,San Benito,Non-Dual,"19,491",,,P,09DEC2025
2025-06,San Bernardino,Dual,"99,518",,,P,09DEC2025
2025-06,San Bernardino,Non-Dual,"878,446",,,P,09DEC2025
2025-06,San Diego,Dual,"128,927",,,P,09DEC2025
2025-06,San Diego,Non-Dual,"867,082",,,P,09DEC2025
2025-06,San Francisco,Dual,"56,318",,,P,09DEC2025
2025-06,San Francisco,Non-Dual,"201,916",,,P,09DEC2025
2025-06,San Joaquin,Dual,"34,353",,,P,09DEC2025
2025-06,San Joaquin,Non-Dual,"286,730",,,P,09DEC2025
2025-06,San Luis Obispo,Dual,"8,549",,,P,09DEC2025
2025-06,San Luis Obispo,Non-Dual,"60,255",,,P,09DEC2025
2025-06,San Mateo,Dual,"21,972",,,P,09DEC2025
2025-06,San Mateo,Non-Dual,"152,442",,,P,09DEC2025
2025-06,Santa Barbara,Dual,"16,523",,,P,09DEC2025
2025-06,Santa Barbara,Non-Dual,"163,384",,,P,09DEC2025
2025-06,Santa Clara,Dual,"70,645",,,P,09DEC2025
2025-06,Santa Clara,Non-Dual,"401,345",,,P,09DEC2025
2025-06,Santa Cruz,Dual,"10,637",,,P,09DEC2025
2025-06,Santa Cruz,Non-Dual,"70,504",,,P,09DEC2025
2025-06,Shasta,Dual,"11,639",,,P,09DEC2025
2025-06,Shasta,Non-Dual,"56,390",,,P,09DEC2025
2025-06,Sierra,Dual,206,,,P,09DEC2025
2025-06,Sierra,Non-Dual,604,,,P,09DEC2025
2025-06,Siskiyou,Dual,"3,448",,,P,09DEC2025
2025-06,Siskiyou,Non-Dual,"15,600",,,P,09DEC2025
2025-06,Solano,Dual,"17,499",,,P,09DEC2025
2025-06,Solano,Non-Dual,"130,727",,,P,09DEC2025
2025-06,Sonoma,Dual,"17,398",,,P,09DEC2025
2025-06,Sonoma,Non-Dual,"127,255",,,P,09DEC2025
2025-06,Stanislaus,Dual,"26,663",,,P,09DEC2025
2025-06,Stanislaus,Non-Dual,"231,420",,,P,09DEC2025
2025-06,Sutter,Dual,"5,753",,,P,09DEC2025
2025-06,Sutter,Non-Dual,"40,670",,,P,09DEC2025
2025-06,Tehama,Dual,"4,351",,,P,09DEC2025
2025-06,Tehama,Non-Dual,"26,739",,,P,09DEC2025
2025-06,Trinity,Dual,983,,,P,09DEC2025
2025-06,Trinity,Non-Dual,"4,602",,,P,09DEC2025
2025-06,Tulare,Dual,"26,665",,,P,09DEC2025
2025-06,Tulare,Non-Dual,"268,066",,,P,09DEC2025
2025-06,Tuolumne,Dual,"2,822",,,P,09DEC2025
2025-06,Tuolumne,Non-Dual,"12,535",,,P,09DEC2025
2025-06,Ventura,Dual,"30,066",,,P,09DEC2025
2025-06,Ventura,Non-Dual,"229,891",,,P,09DEC2025
2025-06,Yolo,Dual,"7,709",,,P,09DEC2025
2025-06,Yolo,Non-Dual,"53,432",,,P,09DEC2025
2025-06,Yuba,Dual,"4,670",,,P,09DEC2025
2025-06,Yuba,Non-Dual,"35,443",,,P,09DEC2025
2025-05,Alameda,Dual,"69,868",,,P,09DEC2025
2025-05,Alameda,Non-Dual,"434,817",,,P,09DEC2025
2025-05,Alpine,Dual,46,,,P,09DEC2025
2025-05,Alpine,Non-Dual,276,,,P,09DEC2025
2025-05,Amador,Dual,"1,600",,,P,09DEC2025
2025-05,Amador,Non-Dual,"7,851",,,P,09DEC2025
2025-05,Butte,Dual,"12,459",,,P,09DEC2025
2025-05,Butte,Non-Dual,"74,873",,,P,09DEC2025
2025-05,Calaveras,Dual,"2,192",,,P,09DEC2025
2025-05,Calaveras,Non-Dual,"11,889",,,P,09DEC2025
2025-05,Colusa,Dual,"1,345",,,P,09DEC2025
2025-05,Colusa,Non-Dual,"9,457",,,P,09DEC2025
2025-05,Contra Costa,Dual,"40,031",,,P,09DEC2025
2025-05,Contra Costa,Non-Dual,"300,606",,,P,09DEC2025
2025-05,Del Norte,Dual,"2,058",,,P,09DEC2025
2025-05,Del Norte,Non-Dual,"10,654",,,P,09DEC2025
2025-05,El Dorado,Dual,"5,965",,,P,09DEC2025
2025-05,El Dorado,Non-Dual,"35,855",,,P,09DEC2025
2025-05,Fresno,Dual,"50,728",,,P,09DEC2025
2025-05,Fresno,Non-Dual,"488,328",,,P,09DEC2025
2025-05,Glenn,Dual,"1,846",,,P,09DEC2025
2025-05,Glenn,Non-Dual,"12,089",,,P,09DEC2025
2025-05,Humboldt,Dual,"8,220",,,P,09DEC2025
2025-05,Humboldt,Non-Dual,"51,907",,,P,09DEC2025
2025-05,Imperial,Dual,"17,238",,,P,09DEC2025
2025-05,Imperial,Non-Dual,"83,755",,,P,09DEC2025
2025-05,Inyo,Dual,857,,,P,09DEC2025
2025-05,Inyo,Non-Dual,"4,585",,,P,09DEC2025
2025-05,Kern,Dual,"44,197",,,P,09DEC2025
2025-05,Kern,Non-Dual,"454,443",,,P,09DEC2025
2025-05,Kings,Dual,"6,450",,,P,09DEC2025
2025-05,Kings,Non-Dual,"61,677",,,P,09DEC2025
2025-05,Lake,Dual,"5,901",,,P,09DEC2025
2025-05,Lake,Non-Dual,"29,110",,,P,09DEC2025
2025-05,Lassen,Dual,"1,350",,,P,09DEC2025
2025-05,Lassen,Non-Dual,"7,855",,,P,09DEC2025
2025-05,Los Angeles,Dual,"550,287",,,P,09DEC2025
2025-05,Los Angeles,Non-Dual,"3,584,228",,,P,09DEC2025
2025-05,Madera,Dual,"7,147",,,P,09DEC2025
2025-05,Madera,Non-Dual,"77,039",,,P,09DEC2025
2025-05,Marin,Dual,"6,543",,,P,09DEC2025
2025-05,Marin,Non-Dual,"50,083",,,P,09DEC2025
2025-05,Mariposa,Dual,944,,,P,09DEC2025
2025-05,Mariposa,Non-Dual,"5,020",,,P,09DEC2025
2025-05,Mendocino,Dual,"5,904",,,P,09DEC2025
2025-05,Mendocino,Non-Dual,"36,568",,,P,09DEC2025
2025-05,Merced,Dual,"14,538",,,P,09DEC2025
2025-05,Merced,Non-Dual,"138,469",,,P,09DEC2025
2025-05,Modoc,Dual,734,,,P,09DEC2025
2025-05,Modoc,Non-Dual,"3,069",,,P,09DEC2025
2025-05,Mono,Dual,262,,,P,09DEC2025
